Mesh.id,mirNA
D009214,hsa-let-7a
D009203,hsa-mir-126
D009203,hsa-mir-133a
D009203,hsa-mir-133b
D009203,hsa-mir-155
D009203,hsa-let-7b
D009203,hsa-let-7g
D009203,hsa-mir-1
D009203,hsa-mir-106a
D009203,hsa-mir-134
D009203,hsa-mir-144
D009203,hsa-mir-146a
D009203,hsa-mir-150
D009203,hsa-mir-186
D009203,hsa-mir-195
D009203,hsa-mir-197
D009203,hsa-mir-208
D009203,hsa-mir-208a
D009203,hsa-mir-208b
D009203,hsa-mir-20a
D009203,hsa-mir-21
D009203,hsa-mir-223
D009203,hsa-mir-26a
D009203,hsa-mir-29b
D009203,hsa-mir-30a
D009203,hsa-mir-423
D009203,hsa-mir-424
D009203,hsa-mir-499
D009203,hsa-mir-499a
D009203,hsa-mir-660
D009203,hsa-mir-125b
D009203,hsa-mir-206
D009203,hsa-mir-210
D009203,hsa-mir-22
D009203,hsa-mir-32
D009203,hsa-mir-9
D009203,hsa-mir-149
D009203,hsa-mir-196a
D009203,hsa-mir-218
D009203,hsa-mir-10b
D009203,hsa-mir-31
D009203,hsa-mir-34a
D009203,hsa-mir-103
D009203,hsa-mir-106b
D009203,hsa-mir-130a
D009203,hsa-mir-133
D009203,hsa-mir-145
D009203,hsa-mir-151
D009203,hsa-mir-16
D009203,hsa-mir-199a
D009203,hsa-mir-23
D009203,hsa-mir-23a
D009203,hsa-mir-24
D009203,hsa-mir-26
D009203,hsa-mir-29
D009203,hsa-mir-377
D009203,hsa-mir-378
D009203,hsa-mir-107
D009203,hsa-mir-17
D009203,hsa-mir-181a
D009203,hsa-mir-34c
D009203,hsa-mir-29a
D009203,hsa-mir-451a
D009203,hsa-mir-143
D009203,hsa-mir-132
D009196,hsa-mir-155
D009196,hsa-mir-133a
D009196,hsa-mir-1
D009190,hsa-mir-125b
D009190,hsa-mir-671
D009190,hsa-let-7a
D009190,hsa-mir-16
D009190,hsa-mir-194
D009190,hsa-mir-21
D009190,hsa-mir-7
D009190,hsa-let-7b
D009190,hsa-let-7c
D009190,hsa-let-7d
D009190,hsa-let-7e
D009190,hsa-let-7f
D009190,hsa-let-7g
D009190,hsa-let-7i
D009190,hsa-mir-181a
D009190,hsa-mir-181b
D009190,hsa-mir-181c
D009190,hsa-mir-181d
D009190,hsa-mir-124
D009190,hsa-mir-424
D009190,hsa-mir-145
D009190,hsa-mir-125a
D009190,hsa-mir-196b
D009190,hsa-mir-205
D009190,hsa-mir-143
D009190,hsa-mir-146a
D009190,hsa-mir-155
D009190,hsa-mir-15a
D009190,hsa-mir-210
D009190,hsa-mir-221
D009190,hsa-mir-222
D009190,hsa-mir-34a
D009190,hsa-mir-378
D009190,hsa-mir-632
D009190,hsa-mir-636
D009190,hsa-mir-17
D009190,hsa-mir-20a
D009190,hsa-mir-22
D009190,hsa-mir-23a
D009190,hsa-mir-29b
D009190,hsa-mir-1
D015270,hsa-mir-146a
D009157,hsa-mir-145
D009157,hsa-mir-181c
D009157,hsa-mir-122
D009157,hsa-mir-140
D009157,hsa-mir-15b
D009157,hsa-mir-185
D009157,hsa-mir-192
D009157,hsa-mir-20b
D009157,hsa-mir-885
D009157,hsa-let-7
D009157,hsa-mir-146a
D009157,hsa-mir-150
D009157,hsa-mir-21
D009157,hsa-mir-15a
D009157,hsa-mir-32
D020388,hsa-mir-382
D020388,hsa-mir-368
D020388,hsa-mir-134
D020388,hsa-mir-210
D020388,hsa-mir-369
D020388,hsa-mir-409
D020388,hsa-mir-423
D020388,hsa-mir-30a
D020388,hsa-mir-30e
D020388,hsa-mir-154
D020388,hsa-mir-146b
D020388,hsa-mir-30b
D020388,hsa-mir-30c
D020388,hsa-mir-30d
D020388,hsa-mir-376a
D020388,hsa-mir-222
D020388,hsa-mir-193b
D020388,hsa-mir-26a
D020388,hsa-mir-379
D020388,hsa-mir-101
D020388,hsa-mir-148a
D020388,hsa-mir-432
D020388,hsa-mir-127
D020388,hsa-mir-9
D020388,hsa-mir-155
D020388,hsa-mir-331
D020388,hsa-mir-335
D020388,hsa-mir-299
D020388,hsa-mir-29a
D020388,hsa-mir-452
D020388,hsa-mir-485
D020388,hsa-mir-486
D020388,hsa-mir-487b
D020388,hsa-mir-493
D020388,hsa-mir-221
D020388,hsa-mir-199a
D020388,hsa-mir-214
D020388,hsa-mir-495
D020388,hsa-mir-518a
D020388,hsa-mir-130a
D020388,hsa-mir-197
D020388,hsa-mir-381
D020388,hsa-mir-29b
D020388,hsa-mir-34a
D020388,hsa-mir-29c
D020388,hsa-mir-22
D020388,hsa-mir-199b
D020388,hsa-mir-181d
D020388,hsa-mir-361
D020388,hsa-mir-21
D009134,hsa-mir-335
D009134,hsa-mir-132
D009134,hsa-mir-206
D009134,hsa-mir-9
D019578,hsa-mir-202
D009103,hsa-mir-15b
D009103,hsa-mir-223
D009103,hsa-mir-23a
D009103,hsa-mir-32
D009103,hsa-let-7g
D009103,hsa-mir-128
D009103,hsa-mir-145
D009103,hsa-mir-150
D009103,hsa-mir-191
D009103,hsa-mir-24
D009103,hsa-mir-27a
D009103,hsa-mir-376c
D009103,hsa-mir-572
D009103,hsa-mir-126
D009103,hsa-mir-146a
D009103,hsa-mir-146b
D009103,hsa-mir-155
D009103,hsa-mir-196a
D009103,hsa-mir-21
D009103,hsa-mir-22
D009103,hsa-mir-379
D009103,hsa-mir-422a
D009103,hsa-mir-614
D009103,hsa-mir-648
D009103,hsa-mir-2278
D009103,hsa-mir-411
D009103,hsa-mir-548ac
D009103,hsa-mir-17
D009103,hsa-mir-122
D009103,hsa-mir-141
D009103,hsa-mir-142
D009103,hsa-mir-16
D009103,hsa-mir-200a
D009103,hsa-mir-20a
D009103,hsa-mir-214
D009103,hsa-mir-29c
D009103,hsa-mir-30a
D009103,hsa-mir-338
D009103,hsa-mir-491
D009103,hsa-mir-499a
D009103,hsa-mir-599
D009103,hsa-mir-9
D009103,hsa-mir-132
D009103,hsa-mir-197
D009103,hsa-mir-29a
D009103,hsa-mir-29b
D009103,hsa-mir-448
D009103,hsa-mir-494
D009103,hsa-mir-100
D009103,hsa-mir-107
D009103,hsa-mir-3614
D009103,hsa-mir-369
D009103,hsa-mir-629
D009103,hsa-mir-874
D009103,hsa-mir-15a
D009103,hsa-let-7a
D009103,hsa-mir-26a
D009103,hsa-mir-648a
D009103,hsa-mir-27b
D009103,hsa-mir-20b
D009103,hsa-mir-1275
D009103,hsa-mir-186
D009103,hsa-mir-584
D009103,hsa-mir-664
D009103,hsa-mir-18b
D009101,hsa-mir-33b
D009101,hsa-mir-9
D009101,hsa-let-7c
D009101,hsa-mir-15a
D009101,hsa-mir-16
D009101,hsa-mir-17
D009101,hsa-mir-181a
D009101,hsa-mir-181b
D009101,hsa-mir-19b
D009101,hsa-mir-20a
D009101,hsa-mir-25
D009101,hsa-mir-331
D009101,hsa-mir-335
D009101,hsa-mir-342
D009101,hsa-mir-449
D009101,hsa-mir-561
D009101,hsa-mir-660
D009101,hsa-mir-148a
D009101,hsa-mir-202
D009101,hsa-mir-21
D009101,hsa-mir-221
D009101,hsa-mir-4449
D009101,hsa-mir-625
D009101,hsa-let-7b
D009101,hsa-mir-18a
D009101,hsa-mir-155
D009101,hsa-mir-203
D009101,hsa-mir-24
D009101,hsa-mir-29b
D009101,hsa-mir-146a
D009101,hsa-mir-19a
D009101,hsa-mir-29a
D009101,hsa-let-7
D009101,hsa-let-7a
D009101,hsa-mir-106b
D009101,hsa-mir-125a
D009101,hsa-mir-125b
D009101,hsa-mir-1271
D009101,hsa-mir-130b
D009101,hsa-mir-135b
D009101,hsa-mir-145
D009101,hsa-mir-192
D009101,hsa-mir-194
D009101,hsa-mir-215
D009101,hsa-mir-222
D009101,hsa-mir-223
D009101,hsa-mir-30b
D009101,hsa-mir-34a
D009101,hsa-mir-636
D009101,hsa-mir-137
D009101,hsa-mir-197
D009101,hsa-mir-199a
D009101,hsa-mir-451
D009101,hsa-mir-631
D009101,hsa-mir-150
D009101,hsa-mir-152
D009101,hsa-mir-182
D009101,hsa-mir-186
D009101,hsa-mir-301a
D009101,hsa-mir-23b
D018761,hsa-mir-26a
D009080,hsa-mir-200c
D009080,hsa-mir-371
D009080,hsa-mir-483
D009080,hsa-mir-155
D009080,hsa-mir-31
D009072,hsa-mir-130a
D009072,hsa-mir-146a
D009072,hsa-mir-196a
D009072,hsa-let-7c
D017237,hsa-mir-499
D028361,hsa-mir-15a
D028361,hsa-mir-210
D028361,hsa-mir-214
D028361,hsa-mir-30c
D028361,hsa-mir-33
D028361,hsa-mir-106b
D028361,hsa-mir-29a
D028361,hsa-mir-181a
D028361,hsa-mir-144
D024821,hsa-mir-1207
D024821,hsa-mir-122
D024821,hsa-mir-1237
D024821,hsa-mir-1288
D024821,hsa-mir-129
D024821,hsa-mir-130b
D024821,hsa-mir-144
D024821,hsa-mir-331
D024821,hsa-mir-33a
D024821,hsa-mir-484
D024821,hsa-mir-625
D024821,hsa-mir-146a
D024821,hsa-mir-103
D024821,hsa-mir-107
D024821,hsa-mir-143
D024821,hsa-mir-221
D024821,hsa-mir-222
D024821,hsa-mir-27b
D024821,hsa-mir-33
D024821,hsa-mir-33b
D024821,hsa-mir-34a
D024821,hsa-mir-379
D008659,hsa-mir-9
D008659,hsa-mir-122a
D008607,hsa-mir-137
D008581,hsa-mir-146a
D008579,hsa-mir-200a
D008579,hsa-mir-21
D008579,hsa-mir-29c
D008579,hsa-mir-224
D008579,hsa-mir-335
D008579,hsa-mir-145
D008579,hsa-mir-219
D008579,hsa-mir-107
D008579,hsa-mir-137
D008579,hsa-mir-29b
D008579,hsa-mir-190a
D017241,hsa-mir-9
D008545,hsa-let-7i
D008545,hsa-mir-106b
D008545,hsa-mir-107
D008545,hsa-mir-125b
D008545,hsa-mir-16
D008545,hsa-mir-17
D008545,hsa-mir-20a
D008545,hsa-mir-20b
D008545,hsa-mir-214
D008545,hsa-mir-216a
D008545,hsa-mir-217
D008545,hsa-mir-221
D008545,hsa-mir-330
D008545,hsa-mir-452
D008545,hsa-mir-509
D008545,hsa-mir-517a
D008545,hsa-mir-518e
D008545,hsa-mir-519b
D008545,hsa-mir-593
D008545,hsa-mir-621
D008545,hsa-mir-646
D008545,hsa-mir-7
D008545,hsa-mir-10b
D008545,hsa-mir-1246
D008545,hsa-mir-145
D008545,hsa-mir-150
D008545,hsa-mir-155
D008545,hsa-mir-15b
D008545,hsa-mir-185
D008545,hsa-mir-199a
D008545,hsa-mir-200c
D008545,hsa-mir-203
D008545,hsa-mir-205
D008545,hsa-mir-206
D008545,hsa-mir-21
D008545,hsa-mir-211
D008545,hsa-mir-33a
D008545,hsa-mir-373
D008545,hsa-mir-424
D008545,hsa-mir-4487
D008545,hsa-mir-4706
D008545,hsa-mir-4731
D008545,hsa-mir-506
D008545,hsa-mir-514
D008545,hsa-mir-514a
D008545,hsa-mir-520c
D008545,hsa-mir-9
D008545,hsa-let-7d
D008545,hsa-mir-1249
D008545,hsa-mir-125a
D008545,hsa-mir-1280
D008545,hsa-mir-142
D008545,hsa-mir-146a
D008545,hsa-mir-151
D008545,hsa-mir-181a
D008545,hsa-mir-183
D008545,hsa-mir-186
D008545,hsa-mir-18a
D008545,hsa-mir-22
D008545,hsa-mir-30a
D008545,hsa-mir-30e
D008545,hsa-mir-32
D008545,hsa-mir-342
D008545,hsa-mir-361
D008545,hsa-mir-362
D008545,hsa-mir-365a
D008545,hsa-mir-365b
D008545,hsa-mir-378
D008545,hsa-mir-422a
D008545,hsa-mir-501
D008545,hsa-mir-550a
D008545,hsa-mir-584
D008545,hsa-mir-625
D008545,hsa-mir-664
D008545,hsa-mir-210
D008545,hsa-mir-124a
D008545,hsa-mir-31
D008545,hsa-mir-103a
D008545,hsa-mir-1
D008545,hsa-mir-133a
D008545,hsa-mir-135b
D008545,hsa-mir-137
D008545,hsa-mir-153
D008545,hsa-mir-182
D008545,hsa-mir-194
D008545,hsa-mir-19a
D008545,hsa-mir-19b
D008545,hsa-mir-200a
D008545,hsa-mir-200b
D008545,hsa-mir-215
D008545,hsa-mir-218
D008545,hsa-mir-219
D008545,hsa-mir-25
D008545,hsa-mir-296
D008545,hsa-mir-302a
D008545,hsa-mir-302b
D008545,hsa-mir-302c
D008545,hsa-mir-302d
D008545,hsa-mir-30b
D008545,hsa-mir-30d
D008545,hsa-mir-338
D008545,hsa-mir-339
D008545,hsa-mir-367
D008545,hsa-mir-383
D008545,hsa-mir-429
D008545,hsa-mir-488
D008545,hsa-let-7g
D008545,hsa-mir-148b
D008545,hsa-mir-15a
D008545,hsa-mir-18b
D008545,hsa-mir-34a
D008545,hsa-mir-34c
D008545,hsa-mir-542
D008545,hsa-let-7
D008545,hsa-mir-507
D008545,hsa-let-7a
D008545,hsa-let-7b
D008545,hsa-mir-106a
D008545,hsa-mir-124
D008545,hsa-mir-126
D008545,hsa-mir-141
D008545,hsa-mir-144
D008545,hsa-mir-146b
D008545,hsa-mir-149
D008545,hsa-mir-18
D008545,hsa-mir-191
D008545,hsa-mir-193b
D008545,hsa-mir-196a
D008545,hsa-mir-204
D008545,hsa-mir-222
D008545,hsa-mir-26b
D008545,hsa-mir-27b
D008545,hsa-mir-29b
D008545,hsa-mir-340
D008545,hsa-mir-34b
D008545,hsa-mir-375
D008545,hsa-mir-4286
D008545,hsa-mir-451a
D008545,hsa-mir-455
D008545,hsa-mir-486
D008545,hsa-mir-650
D008545,hsa-let-7c
D008545,hsa-let-7e
D008545,hsa-let-7f
D008545,hsa-mir-101
D008545,hsa-mir-143
D008545,hsa-mir-148a
D008545,hsa-mir-223
D008545,hsa-mir-23b
D008545,hsa-mir-26a
D008545,hsa-mir-29a
D008545,hsa-mir-33b
D008545,hsa-mir-432
D008545,hsa-mir-493
D008545,hsa-mir-524
D008545,hsa-mir-532
D008545,hsa-mir-675
D008545,hsa-mir-374b
D008545,hsa-mir-122
D008545,hsa-mir-1308
D008545,hsa-mir-134
D008545,hsa-mir-138
D008545,hsa-mir-193a
D008545,hsa-mir-195
D008545,hsa-mir-24
D008545,hsa-mir-4291
D008545,hsa-mir-4317
D008545,hsa-mir-148
D008545,hsa-mir-23a
D008545,hsa-mir-301a
D008545,hsa-mir-1225
D008545,hsa-mir-1274a
D008545,hsa-mir-1274b
D008545,hsa-mir-130b
D008545,hsa-mir-197
D008545,hsa-mir-3663
D008545,hsa-mir-4281
D008545,hsa-mir-484
D008545,hsa-mir-508
D008545,hsa-mir-510
D008545,hsa-mir-513a
D008545,hsa-mir-513b
D008545,hsa-mir-513c
D008545,hsa-mir-574
D008545,hsa-mir-634
D008545,hsa-mir-663
D008545,hsa-mir-224
D008545,hsa-mir-638
D008545,hsa-mir-135a
D008545,hsa-mir-15
D008545,hsa-mir-652
D008545,hsa-mir-184
D008545,hsa-mir-374
D008545,hsa-mir-154
D008545,hsa-mir-100
D008545,hsa-mir-189
D008545,hsa-mir-104
D008545,hsa-mir-105
D008545,hsa-mir-122a
D008545,hsa-mir-140
D008545,hsa-mir-28
D008545,hsa-mir-27a
D008545,hsa-mir-331
D008545,hsa-mir-213
D008545,hsa-mir-139
D008545,hsa-mir-127
D008545,hsa-mir-128a
D008545,hsa-mir-128b
D008545,hsa-mir-129
D008545,hsa-mir-199b
D008545,hsa-mir-190
D008545,hsa-mir-216
D008527,hsa-mir-148a
D008527,hsa-mir-182
D008527,hsa-mir-183
D008527,hsa-mir-193a
D008527,hsa-mir-193b
D008527,hsa-mir-224
D008527,hsa-mir-452
D008527,hsa-mir-9
D008527,hsa-mir-199b
D008527,hsa-mir-135a
D008527,hsa-mir-135b
D008527,hsa-mir-186
D008527,hsa-mir-33b
D008527,hsa-mir-512
D008527,hsa-mir-548d
D008527,hsa-mir-17
D008527,hsa-mir-19a
D008527,hsa-mir-124
D008527,hsa-mir-129
D008527,hsa-mir-206
D008527,hsa-mir-19b
D008527,hsa-mir-125a
D008527,hsa-mir-18
D008527,hsa-mir-18a
D008527,hsa-mir-20a
D008527,hsa-mir-21
D008527,hsa-mir-30a
D008527,hsa-mir-31
D008527,hsa-mir-34a
D008527,hsa-mir-367
D008527,hsa-let-7f
D008527,hsa-mir-125b
D008527,hsa-mir-218
D008527,hsa-mir-219
D008527,hsa-mir-22
D008527,hsa-mir-32
D008527,hsa-mir-383
D008527,hsa-mir-431
D008527,hsa-mir-495
D008527,hsa-mir-1280
D008527,hsa-mir-106a
D008527,hsa-mir-10a
D008527,hsa-mir-181c
D008527,hsa-mir-181d
D008527,hsa-mir-221
D008527,hsa-mir-302b
D008527,hsa-mir-302d
D008527,hsa-mir-373
D008527,hsa-mir-483
D008527,hsa-mir-504
D008527,hsa-mir-10b
D008527,hsa-mir-153
D008527,hsa-mir-181b
D008527,hsa-mir-101
D008527,hsa-mir-106b
D008527,hsa-mir-126
D008527,hsa-mir-127
D008527,hsa-mir-139
D008527,hsa-mir-143
D008527,hsa-mir-144
D008527,hsa-mir-145
D008527,hsa-mir-146a
D008527,hsa-mir-203
D008527,hsa-mir-222
D008527,hsa-mir-223
D008527,hsa-mir-338
D008527,hsa-mir-34c
D008527,hsa-mir-361
D008527,hsa-mir-376a
D008527,hsa-mir-376c
D008527,hsa-mir-379
D008527,hsa-mir-409
D008527,hsa-mir-494
D008527,hsa-mir-539
D034721,hsa-mir-142
D034721,hsa-mir-381
D034721,hsa-mir-539
D016780,hsa-mir-16
D016780,hsa-mir-451
D016779,hsa-mir-146a
D016779,hsa-mir-150
D016779,hsa-mir-193b
D016779,hsa-mir-205
D016779,hsa-mir-215
D016779,hsa-mir-467a
D016779,hsa-mir-486
D016779,hsa-mir-155
D016779,hsa-let-7i
D016779,hsa-mir-27a
D008268,hsa-mir-125b
D008268,hsa-mir-155
D008268,hsa-mir-17
D008268,hsa-mir-126
D008268,hsa-mir-150
D008268,hsa-mir-184
D008268,hsa-mir-9
D017827,hsa-mir-125b
D017827,hsa-mir-25
D017827,hsa-mir-29a
D017827,hsa-mir-34b
D017827,hsa-mir-181a
D017827,hsa-mir-494
D017827,hsa-mir-9
D016410,hsa-mir-16
D016410,hsa-mir-126
D016410,hsa-mir-150
D016410,hsa-mir-155
D016410,hsa-mir-21
D016399,hsa-mir-142
D016399,hsa-mir-146b
D016399,hsa-mir-155
D016399,hsa-mir-16
D016399,hsa-mir-21
D016399,hsa-mir-342
D016399,hsa-mir-9
D016399,hsa-mir-146a
D016399,hsa-mir-181b
D016399,hsa-mir-1291
D016399,hsa-mir-223
D016399,hsa-mir-25
D016399,hsa-mir-26a
D016399,hsa-mir-27a
D016399,hsa-mir-373
D016399,hsa-mir-511
D016399,hsa-mir-572
D016399,hsa-mir-886
D016399,hsa-mir-101
D016399,hsa-mir-17
D016399,hsa-mir-18a
D016399,hsa-mir-19a
D016399,hsa-mir-19b
D016399,hsa-mir-20a
D016399,hsa-mir-26b
D016399,hsa-mir-181a
D016399,hsa-mir-125b
D008228,hsa-mir-223
D008228,hsa-mir-21
D008228,hsa-mir-9
D008228,hsa-mir-155
D008228,hsa-mir-196a
D008228,hsa-mir-502
D008228,hsa-mir-16
D008228,hsa-mir-520a
D008228,hsa-let-7a
D008228,hsa-mir-148b
D008228,hsa-mir-26a
D008228,hsa-mir-26b
D008228,hsa-mir-374b
D008228,hsa-mir-548
D018442,hsa-mir-32
D018442,hsa-mir-429
D018442,hsa-mir-622
D017728,hsa-mir-101
D017728,hsa-mir-155
D017728,hsa-mir-17
D017728,hsa-mir-18a
D017728,hsa-mir-19a
D017728,hsa-mir-19b
D017728,hsa-mir-20a
D017728,hsa-mir-9
D017728,hsa-mir-150
D016403,hsa-mir-17
D016403,hsa-mir-18
D016403,hsa-mir-19a
D016403,hsa-mir-19b
D016403,hsa-mir-20a
D016403,hsa-mir-21
D016403,hsa-mir-9
D016403,hsa-mir-155
D016403,hsa-mir-221
D016403,hsa-mir-129
D016403,hsa-mir-146b
D016403,hsa-mir-32
D016403,hsa-mir-1236
D016403,hsa-mir-214
D016403,hsa-mir-223
D016403,hsa-mir-224
D016403,hsa-mir-28
D016403,hsa-mir-339
D016403,hsa-mir-33a
D016403,hsa-mir-455
D016403,hsa-mir-520d
D016403,hsa-mir-5586
D016403,hsa-mir-200c
D016403,hsa-mir-142
D016403,hsa-mir-26a
D016403,hsa-mir-376
D016403,hsa-mir-1234
D016403,hsa-mir-150
D016403,hsa-mir-18a
D016403,hsa-mir-200
D016403,hsa-mir-222
D016403,hsa-mir-342
D016403,hsa-mir-34a
D016403,hsa-mir-10a
D016403,hsa-mir-520c
D016403,hsa-mir-138
D016403,hsa-mir-147a
D016403,hsa-mir-147b
D016403,hsa-mir-511
D016403,hsa-mir-127
D016403,hsa-mir-23a
D016403,hsa-mir-125a
D016403,hsa-mir-126
D016403,hsa-mir-130a
D016403,hsa-mir-296
D016403,hsa-mir-34
D016403,hsa-mir-378
D008224,hsa-mir-210
D008224,hsa-mir-32
D008224,hsa-mir-9
D008224,hsa-mir-155
D008224,hsa-mir-330
D008224,hsa-mir-213
D008224,hsa-mir-139
D008224,hsa-mir-338
D008224,hsa-mir-106a
D008224,hsa-mir-301
D008224,hsa-mir-149
D016393,hsa-mir-143
D016393,hsa-mir-17
D016393,hsa-mir-18a
D016393,hsa-mir-19a
D016393,hsa-mir-19b
D016393,hsa-mir-20a
D016393,hsa-mir-9
D016393,hsa-mir-155
D016393,hsa-mir-181a
D016393,hsa-mir-150
D016393,hsa-mir-34a
D016393,hsa-mir-146a
D016393,hsa-mir-18
D016393,hsa-mir-21
D016393,hsa-mir-29a
D016393,hsa-mir-204
D016393,hsa-mir-224
D016393,hsa-mir-29b
D016393,hsa-mir-377
D016393,hsa-mir-145
D016393,hsa-mir-15a
D016393,hsa-mir-16
D016393,hsa-mir-193b
D016393,hsa-mir-199a
D016393,hsa-mir-214
D016393,hsa-mir-29c
D016393,hsa-mir-124
D016393,hsa-mir-195
D016393,hsa-mir-22
D016393,hsa-mir-26b
D016393,hsa-mir-28
D016393,hsa-mir-30e
D008223,hsa-mir-17
D008223,hsa-mir-181a
D008223,hsa-mir-19a
D008223,hsa-mir-19b
D008223,hsa-mir-203
D008223,hsa-mir-218
D008223,hsa-mir-9
D008223,hsa-mir-150
D008223,hsa-mir-16
D008223,hsa-mir-18a
D008223,hsa-mir-20a
D008223,hsa-mir-21
D008223,hsa-mir-221
D008223,hsa-mir-224
D008223,hsa-mir-18b
D008223,hsa-mir-210
D008223,hsa-mir-155
D008223,hsa-mir-24
D008223,hsa-mir-15a
D008223,hsa-mir-377
D008223,hsa-mir-520a
D008223,hsa-let-7d
D008223,hsa-mir-10b
D008223,hsa-mir-127
D008223,hsa-mir-128
D008223,hsa-mir-143
D008223,hsa-mir-146a
D008223,hsa-mir-18
D008223,hsa-mir-193b
D008223,hsa-mir-194
D008223,hsa-mir-199a
D008223,hsa-mir-200c
D008223,hsa-mir-20b
D008223,hsa-mir-222
D008223,hsa-mir-26a
D008223,hsa-mir-31
D008223,hsa-mir-497
D008223,hsa-mir-122
D008223,hsa-mir-1275
D008223,hsa-mir-200a
D008223,hsa-mir-200b
D008223,hsa-mir-365
D008223,hsa-mir-383
D008223,hsa-mir-4736
D008223,hsa-mir-4739
D008223,hsa-mir-504
D008223,hsa-mir-664
D008223,hsa-mir-664b
D008223,hsa-mir-466
D008223,hsa-mir-101
D008223,hsa-mir-125a
D008223,hsa-mir-126
D008223,hsa-mir-133b
D008223,hsa-mir-138
D008223,hsa-mir-139
D008223,hsa-mir-29c
D008223,hsa-mir-345
D008223,hsa-mir-486
D008223,hsa-mir-499a
D008223,hsa-mir-124
D008223,hsa-mir-135a
D008223,hsa-mir-142
D008223,hsa-mir-184
D008223,hsa-mir-27b
D008223,hsa-mir-29b
D008223,hsa-mir-342
D008223,hsa-mir-363
D008223,hsa-mir-518b
D008223,hsa-mir-539
D008223,hsa-mir-550a
D008223,hsa-mir-7
D008223,hsa-mir-23b
D008223,hsa-mir-629
D008223,hsa-mir-135b
D008223,hsa-mir-204
D008223,hsa-mir-22
D008223,hsa-mir-494
D051359,hsa-mir-101
D051359,hsa-mir-106b
D051359,hsa-mir-142
D051359,hsa-mir-143
D051359,hsa-mir-144
D051359,hsa-mir-16
D051359,hsa-mir-19a
D051359,hsa-mir-19b
D051359,hsa-mir-21
D051359,hsa-mir-223
D051359,hsa-mir-423
D051359,hsa-mir-451
D008209,hsa-mir-6720
D008209,hsa-mir-6886
D008193,hsa-mir-223
D008181,hsa-mir-1224
D008181,hsa-mir-371a
D008181,hsa-mir-423
D008181,hsa-mir-638
D008181,hsa-mir-663a
D008181,hsa-mir-125a
D008181,hsa-mir-130b
D008181,hsa-mir-10a
D008181,hsa-mir-146a
D008181,hsa-mir-148a
D008181,hsa-mir-371
D008181,hsa-mir-127
D008181,hsa-mir-145
D008181,hsa-mir-150
D008181,hsa-mir-155
D008181,hsa-mir-198
D008180,hsa-mir-106a
D008180,hsa-mir-141
D008180,hsa-mir-145
D008180,hsa-mir-17
D008180,hsa-mir-192
D008180,hsa-mir-200a
D008180,hsa-mir-200b
D008180,hsa-mir-200c
D008180,hsa-mir-203
D008180,hsa-mir-205
D008180,hsa-mir-20a
D008180,hsa-mir-31
D008180,hsa-mir-429
D008180,hsa-mir-9
D008180,hsa-let-7d
D008180,hsa-let-7e
D008180,hsa-mir-142
D008180,hsa-mir-150
D008180,hsa-mir-155
D008180,hsa-mir-16
D008180,hsa-mir-181a
D008180,hsa-mir-181c
D008180,hsa-mir-18b
D008180,hsa-mir-196a
D008180,hsa-mir-21
D008180,hsa-mir-210
D008180,hsa-mir-221
D008180,hsa-mir-223
D008180,hsa-mir-26a
D008180,hsa-mir-29b
D008180,hsa-mir-29c
D008180,hsa-mir-3074
D008180,hsa-mir-32
D008180,hsa-mir-335
D008180,hsa-mir-345
D008180,hsa-mir-362
D008180,hsa-mir-365
D008180,hsa-mir-380
D008180,hsa-mir-494
D008180,hsa-mir-532
D008180,hsa-mir-556
D008180,hsa-mir-579
D008180,hsa-mir-629
D008180,hsa-mir-638
D008180,hsa-mir-7
D008180,hsa-mir-126
D008180,hsa-mir-146a
D008180,hsa-mir-181
D008180,hsa-mir-224
D008180,hsa-mir-569
D008180,hsa-let-7a
D008180,hsa-mir-410
D008180,hsa-mir-101
D008180,hsa-mir-145a
D008180,hsa-mir-19b
D008180,hsa-mir-34a
D008180,hsa-mir-34b
D008180,hsa-mir-181b
D008180,hsa-mir-30a
D008180,hsa-mir-3148
D008180,hsa-mir-125b
D008180,hsa-mir-15b
D008180,hsa-mir-148a
D008180,hsa-mir-152
D008180,hsa-mir-342
D008175,hsa-mir-183
D008175,hsa-mir-19b
D008175,hsa-mir-21
D008175,hsa-mir-146a
D008175,hsa-mir-196a
D008175,hsa-mir-107
D008175,hsa-mir-124
D008175,hsa-mir-29a
D008175,hsa-mir-509
D008175,hsa-mir-200
D008175,hsa-mir-206
D008175,hsa-mir-1
D008175,hsa-mir-127
D008175,hsa-mir-129b
D008175,hsa-mir-155
D008175,hsa-mir-200a
D008175,hsa-mir-203
D008175,hsa-mir-214
D008175,hsa-mir-222
D008175,hsa-mir-223
D008175,hsa-mir-30a
D008175,hsa-mir-31
D008175,hsa-mir-34
D008175,hsa-mir-495
D008175,hsa-mir-558
D008175,hsa-mir-616
D008175,hsa-mir-7
D008175,hsa-mir-106b
D008175,hsa-mir-122
D008175,hsa-mir-1236
D008175,hsa-mir-125a
D008175,hsa-mir-133b
D008175,hsa-mir-187
D008175,hsa-mir-199a
D008175,hsa-mir-19a
D008175,hsa-mir-200c
D008175,hsa-mir-218
D008175,hsa-mir-25
D008175,hsa-mir-26a
D008175,hsa-mir-29c
D008175,hsa-mir-302b
D008175,hsa-mir-338
D008175,hsa-mir-33b
D008175,hsa-mir-34a
D008175,hsa-mir-34c
